id_site,id_student,code_module,code_presentation,date,sum_click
59,57,AAA,2014J,150,20
48,57,AAA,2014J,121,37
57,57,AAA,2014J,121,3
50,57,AAA,2014J,121,16
34,57,AAA,2014J,121,4
46,57,AAA,2014J,26,16
55,57,AAA,2014J,95,10
31,57,AAA,2014J,95,4
54,57,AAA,2014J,95,9
57,57,AAA,2014J,95,5
33,57,AAA,2014J,95,29
50,57,AAA,2014J,142,16
42,57,AAA,2014J,142,13
41,57,AAA,2014J,142,4
54,57,AAA,2014J,34,17
44,57,AAA,2014J,34,9
48,57,AAA,2014J,34,39
42,57,AAA,2014J,34,24
35,57,AAA,2014J,34,1
31,57,AAA,2014J,38,9
53,57,AAA,2014J,38,25
45,57,AAA,2014J,80,2
31,57,AAA,2014J,80,9
44,57,AAA,2014J,223,9
54,57,AAA,2014J,223,8
48,57,AAA,2014J,223,13
33,57,AAA,2014J,223,18
42,57,AAA,2014J,218,22
34,57,AAA,2014J,218,9
54,57,AAA,2014J,103,7
55,57,AAA,2014J,103,16
50,57,AAA,2014J,103,19
36,57,AAA,2014J,103,22
35,57,AAA,2014J,103,1
42,57,AAA,2014J,94,32
51,57,AAA,2014J,199,1
42,57,AAA,2014J,199,11
40,57,AAA,2014J,138,7
51,57,AAA,2014J,138,6
42,57,AAA,2014J,107,12
50,57,AAA,2014J,107,25
32,57,AAA,2014J,205,5
57,57,AAA,2014J,3,5
54,57,AAA,2014J,3,27
49,57,AAA,2014J,164,33
35,57,AAA,2014J,164,6
40,57,AAA,2014J,148,5
44,57,AAA,2014J,148,4
50,57,AAA,2014J,92,4
59,57,AAA,2014J,181,21
60,57,AAA,2014J,181,35
54,57,AAA,2014J,181,9
44,57,AAA,2014J,180,3
57,57,AAA,2014J,180,56
46,57,AAA,2014J,180,4
54,57,AAA,2014J,215,18
45,57,AAA,2014J,228,12
41,57,AAA,2014J,228,6
55,57,AAA,2014J,48,24
46,57,AAA,2014J,48,56
45,57,AAA,2014J,127,9
52,57,AAA,2014J,127,10
42,57,AAA,2014J,127,1
44,57,AAA,2014J,168,5
55,57,AAA,2014J,75,1
44,57,AAA,2014J,75,15
59,57,AAA,2014J,75,6
46,57,AAA,2014J,75,1
36,57,AAA,2014J,198,9
38,57,AAA,2014J,198,7
32,57,AAA,2014J,198,5
51,57,AAA,2014J,198,2
49,57,AAA,2014J,198,33
55,57,AAA,2014J,120,10
43,57,AAA,2014J,120,14
52,57,AAA,2014J,120,1
41,57,AAA,2014J,175,8
58,57,AAA,2014J,175,4
52,57,AAA,2014J,175,7
40,57,AAA,2014J,10,36
60,57,AAA,2014J,10,1
54,57,AAA,2014J,10,1
41,57,AAA,2014J,10,29
46,57,AAA,2014J,50,10
38,57,AAA,2014J,22,33
37,57,AAA,2014J,22,1
54,57,AAA,2014J,22,11
46,57,AAA,2014J,22,18
37,57,AAA,2014J,91,7
51,57,AAA,2014J,133,7
43,57,AAA,2014J,133,10
47,57,AAA,2014J,68,3
31,57,AAA,2014J,68,9
46,57,AAA,2014J,68,3
54,57,AAA,2014J,68,10
57,57,AAA,2014J,68,10
31,57,AAA,2014J,83,3
54,57,AAA,2014J,83,4
42,57,AAA,2014J,83,31
49,57,AAA,2014J,83,3
59,57,AAA,2014J,83,1
32,57,AAA,2014J,63,5
41,57,AAA,2014J,63,19
43,57,AAA,2014J,63,8
38,57,AAA,2014J,63,4
58,57,AAA,2014J,63,13
59,57,AAA,2014J,167,18
51,57,AAA,2014J,167,1
38,57,AAA,2014J,18,11
45,57,AAA,2014J,18,33
32,57,AAA,2014J,25,6
47,57,AAA,2014J,25,25
44,57,AAA,2014J,25,43
34,57,AAA,2014J,25,15
59,57,AAA,2014J,221,5
58,57,AAA,2014J,221,1
42,57,AAA,2014J,9,7
39,57,AAA,2014J,9,8
50,57,AAA,2014J,9,28
31,57,AAA,2014J,9,6
59,57,AAA,2014J,9,6
51,57,AAA,2014J,230,36
36,57,AAA,2014J,229,8
58,57,AAA,2014J,229,11
44,57,AAA,2014J,229,42
33,57,AAA,2014J,229,5
47,57,AAA,2014J,229,26
52,57,AAA,2014J,204,25
37,57,AAA,2014J,204,12
38,57,AAA,2014J,204,2
54,57,AAA,2014J,204,5
42,57,AAA,2014J,204,19
41,57,AAA,2014J,62,10
51,57,AAA,2014J,62,29
57,57,AAA,2014J,62,1
38,57,AAA,2014J,220,1
46,57,AAA,2014J,220,7
48,57,AAA,2014J,236,9
57,57,AAA,2014J,236,1
59,57,AAA,2014J,236,1
47,57,AAA,2014J,236,57
53,57,AAA,2014J,141,3
35,57,AAA,2014J,141,3
40,57,AAA,2014J,141,2
58,57,AAA,2014J,29,5
43,57,AAA,2014J,29,5
37,57,AAA,2014J,29,3
51,57,AAA,2014J,19,1
36,57,AAA,2014J,19,26
48,57,AAA,2014J,19,1
56,57,AAA,2014J,19,1
43,57,AAA,2014J,19,14
41,57,AAA,2014J,65,1
58,57,AAA,2014J,65,1
49,57,AAA,2014J,65,2
46,57,AAA,2014J,65,4
48,57,AAA,2014J,132,6
44,57,AAA,2014J,132,124
56,57,AAA,2014J,132,28
33,57,AAA,2014J,58,6
32,57,AAA,2014J,76,21
47,57,AAA,2014J,81,1
59,57,AAA,2014J,81,12
43,57,AAA,2014J,81,8
52,57,AAA,2014J,202,6
44,57,AAA,2014J,172,38
56,57,AAA,2014J,172,3
57,57,AAA,2014J,172,4
51,57,AAA,2014J,172,30
39,57,AAA,2014J,139,1
49,57,AAA,2014J,189,4
45,57,AAA,2014J,189,18
51,57,AAA,2014J,189,29
39,57,AAA,2014J,189,6
36,57,AAA,2014J,71,30
54,57,AAA,2014J,71,4
52,57,AAA,2014J,64,8
46,57,AAA,2014J,64,23
41,57,AAA,2014J,64,1
44,57,AAA,2014J,64,20
54,57,AAA,2014J,64,1
35,57,AAA,2014J,227,4
37,57,AAA,2014J,227,17
49,57,AAA,2014J,227,8
58,57,AAA,2014J,227,7
53,57,AAA,2014J,42,10
40,57,AAA,2014J,178,20
38,57,AAA,2014J,178,3
36,57,AAA,2014J,178,1
60,57,AAA,2014J,178,2
31,57,AAA,2014J,178,6
47,57,AAA,2014J,49,33
60,57,AAA,2014J,49,11
36,57,AAA,2014J,14,19
46,57,AAA,2014J,14,2
49,57,AAA,2014J,193,22
40,57,AAA,2014J,225,19
50,57,AAA,2014J,225,8
43,57,AAA,2014J,179,21
56,57,AAA,2014J,67,26
51,57,AAA,2014J,114,5
53,57,AAA,2014J,114,29
39,57,AAA,2014J,114,16
35,57,AAA,2014J,59,8
48,57,AAA,2014J,59,8
57,57,AAA,2014J,59,32
39,57,AAA,2014J,59,2
57,57,AAA,2014J,45,9
36,57,AAA,2014J,45,18
43,57,AAA,2014J,146,15
37,57,AAA,2014J,146,42
52,57,AAA,2014J,146,13
57,57,AAA,2014J,146,12
51,57,AAA,2014J,146,15
34,57,AAA,2014J,23,8
54,57,AAA,2014J,23,1
45,57,AAA,2014J,23,16
35,57,AAA,2014J,111,5
32,57,AAA,2014J,111,4
48,57,AAA,2014J,111,8
36,57,AAA,2014J,111,20
42,57,AAA,2014J,206,2
35,57,AAA,2014J,206,14
32,57,AAA,2014J,206,26
48,57,AAA,2014J,206,35
58,57,AAA,2014J,206,2
57,57,AAA,2014J,153,28
58,57,AAA,2014J,153,21
45,57,AAA,2014J,153,34
34,57,AAA,2014J,153,7
50,57,AAA,2014J,153,1
53,57,AAA,2014J,30,1
50,57,AAA,2014J,235,9
38,57,AAA,2014J,235,5
34,57,AAA,2014J,235,8
47,57,AAA,2014J,235,4
55,57,AAA,2014J,159,27
38,57,AAA,2014J,159,2
35,57,AAA,2014J,159,13
39,57,AAA,2014J,110,19
35,57,AAA,2014J,110,18
57,57,AAA,2014J,110,10
31,57,AAA,2014J,110,10
33,57,AAA,2014J,97,18
45,57,AAA,2014J,97,31
43,57,AAA,2014J,97,6
39,57,AAA,2014J,97,31
34,57,AAA,2014J,17,40
40,57,AAA,2014J,21,20
51,57,AAA,2014J,21,16
60,57,AAA,2014J,123,3
39,57,AAA,2014J,123,16
35,57,AAA,2014J,123,43
47,57,AAA,2014J,123,6
33,57,AAA,2014J,44,5
54,57,AAA,2014J,44,11
40,57,AAA,2014J,44,9
53,57,AAA,2014J,238,6
49,57,AAA,2014J,216,5
52,57,AAA,2014J,73,29
57,57,AAA,2014J,73,1
54,57,AAA,2014J,88,21
46,57,AAA,2014J,88,2
38,57,AAA,2014J,88,17
35,57,AAA,2014J,20,15
39,57,AAA,2014J,20,20
48,57,AAA,2014J,90,3
59,57,AAA,2014J,90,10
44,57,AAA,2014J,90,1
49,57,AAA,2014J,90,5
38,57,AAA,2014J,61,1
33,57,AAA,2014J,61,10
39,57,AAA,2014J,182,8
53,57,AAA,2014J,237,5
59,57,AAA,2014J,237,4
54,57,AAA,2014J,237,43
40,57,AAA,2014J,237,1
45,57,AAA,2014J,237,3
34,57,AAA,2014J,2,9
53,57,AAA,2014J,2,49
51,57,AAA,2014J,185,55
47,57,AAA,2014J,12,37
57,57,AAA,2014J,12,15
45,57,AAA,2014J,161,14
60,57,AAA,2014J,161,14
53,57,AAA,2014J,161,27
34,57,AAA,2014J,161,54
52,57,AAA,2014J,161,14
31,57,AAA,2014J,57,8
59,57,AAA,2014J,57,79
56,57,AAA,2014J,57,67
49,57,AAA,2014J,57,1
55,57,AAA,2014J,124,1
44,57,AAA,2014J,124,6
54,57,AAA,2014J,177,21
42,57,AAA,2014J,177,15
33,57,AAA,2014J,177,5
41,57,AAA,2014J,177,10
36,57,AAA,2014J,35,1
43,57,AAA,2014J,35,18
52,58,AAA,2014J,72,4
54,58,AAA,2014J,145,10
59,58,AAA,2014J,145,20
53,58,AAA,2014J,145,4
43,58,AAA,2014J,38,12
50,58,AAA,2014J,88,21
51,58,AAA,2014J,88,1
57,58,AAA,2014J,88,14
55,58,AAA,2014J,88,31
57,58,AAA,2014J,161,27
47,58,AAA,2014J,161,16
47,58,AAA,2014J,28,39
50,58,AAA,2014J,28,10
36,58,AAA,2014J,28,32
31,58,AAA,2014J,30,5
55,58,AAA,2014J,30,12
42,58,AAA,2014J,30,6
37,58,AAA,2014J,30,9
54,58,AAA,2014J,10,32
57,58,AAA,2014J,10,26
31,58,AAA,2014J,10,1
32,58,AAA,2014J,10,3
43,58,AAA,2014J,143,7
33,58,AAA,2014J,143,1
49,58,AAA,2014J,143,3
41,58,AAA,2014J,100,3
49,58,AAA,2014J,100,13
40,58,AAA,2014J,100,6
50,58,AAA,2014J,31,4
47,58,AAA,2014J,31,17
55,58,AAA,2014J,31,25
41,58,AAA,2014J,31,30
37,58,AAA,2014J,178,28
54,58,AAA,2014J,178,5
44,58,AAA,2014J,178,38
33,58,AAA,2014J,128,18
38,58,AAA,2014J,128,8
54,58,AAA,2014J,86,4
48,58,AAA,2014J,207,5
37,58,AAA,2014J,207,4
44,58,AAA,2014J,207,23
49,58,AAA,2014J,207,28
34,58,AAA,2014J,82,12
47,58,AAA,2014J,229,16
31,58,AAA,2014J,229,12
52,58,AAA,2014J,184,42
44,58,AAA,2014J,184,14
31,58,AAA,2014J,184,19
33,58,AAA,2014J,184,1
33,58,AAA,2014J,87,2
52,58,AAA,2014J,87,1
54,58,AAA,2014J,87,6
34,58,AAA,2014J,87,1
59,58,AAA,2014J,45,14
53,58,AAA,2014J,113,3
44,58,AAA,2014J,113,7
37,58,AAA,2014J,113,29
38,58,AAA,2014J,113,27
54,58,AAA,2014J,129,3
31,58,AAA,2014J,129,14
33,58,AAA,2014J,129,7
51,58,AAA,2014J,25,12
34,58,AAA,2014J,25,2
35,58,AAA,2014J,138,14
57,58,AAA,2014J,138,6
33,58,AAA,2014J,138,11
58,58,AAA,2014J,116,10
54,58,AAA,2014J,171,4
44,58,AAA,2014J,171,1
31,58,AAA,2014J,162,9
49,58,AAA,2014J,126,5
42,58,AAA,2014J,126,1
37,58,AAA,2014J,126,10
50,58,AAA,2014J,126,5
51,58,AAA,2014J,126,1
55,58,AAA,2014J,52,13
53,58,AAA,2014J,52,35
56,58,AAA,2014J,52,1
47,58,AAA,2014J,176,11
40,58,AAA,2014J,176,10
45,58,AAA,2014J,176,4
34,58,AAA,2014J,197,1
44,58,AAA,2014J,197,30
60,58,AAA,2014J,89,3
52,58,AAA,2014J,89,1
32,58,AAA,2014J,89,1
41,58,AAA,2014J,89,1
48,58,AAA,2014J,173,39
47,58,AAA,2014J,173,29
51,58,AAA,2014J,173,2
59,58,AAA,2014J,221,47
39,58,AAA,2014J,221,27
49,58,AAA,2014J,205,61
44,58,AAA,2014J,135,28
37,58,AAA,2014J,135,1
42,58,AAA,2014J,135,2
40,58,AAA,2014J,118,1
41,58,AAA,2014J,118,1
55,58,AAA,2014J,118,20
53,58,AAA,2014J,103,38
35,58,AAA,2014J,103,1
45,58,AAA,2014J,103,11
32,58,AAA,2014J,103,15
56,58,AAA,2014J,103,10
59,58,AAA,2014J,5,7
52,58,AAA,2014J,5,14
36,58,AAA,2014J,5,7
31,58,AAA,2014J,5,4
41,58,AAA,2014J,222,58
48,58,AAA,2014J,222,9
38,58,AAA,2014J,222,3
47,58,AAA,2014J,222,22
52,58,AAA,2014J,222,34
33,58,AAA,2014J,111,5
50,58,AAA,2014J,111,18
32,58,AAA,2014J,111,22
31,58,AAA,2014J,169,2
60,58,AAA,2014J,169,10
41,58,AAA,2014J,166,30
52,58,AAA,2014J,166,6
59,58,AAA,2014J,166,11
49,58,AAA,2014J,166,3
34,58,AAA,2014J,166,1
48,58,AAA,2014J,58,8
42,58,AAA,2014J,58,1
44,58,AAA,2014J,58,1
38,58,AAA,2014J,110,1
45,58,AAA,2014J,110,10
50,58,AAA,2014J,110,41
57,58,AAA,2014J,137,7
46,58,AAA,2014J,71,40
44,58,AAA,2014J,71,11
45,58,AAA,2014J,71,1
32,58,AAA,2014J,71,1
51,58,AAA,2014J,71,3
52,58,AAA,2014J,167,3
38,58,AAA,2014J,167,1
34,58,AAA,2014J,167,4
38,58,AAA,2014J,61,11
47,58,AAA,2014J,61,12
54,58,AAA,2014J,61,3
59,58,AAA,2014J,26,20
41,58,AAA,2014J,26,21
60,58,AAA,2014J,26,1
32,58,AAA,2014J,68,20
48,58,AAA,2014J,68,27
57,58,AAA,2014J,68,34
52,58,AAA,2014J,120,12
33,58,AAA,2014J,120,7
36,58,AAA,2014J,120,1
32,58,AAA,2014J,18,1
52,58,AAA,2014J,149,7
48,58,AAA,2014J,149,10
55,58,AAA,2014J,20,22
59,59,AAA,2014J,27,3
35,59,AAA,2014J,43,2
51,59,AAA,2014J,67,25
31,59,AAA,2014J,44,1
37,59,AAA,2014J,28,4
58,59,AAA,2014J,28,6
43,59,AAA,2014J,28,8
52,59,AAA,2014J,28,16
36,59,AAA,2014J,54,1
31,59,AAA,2014J,54,9
55,59,AAA,2014J,54,1
48,59,AAA,2014J,54,3
33,59,AAA,2014J,54,1
55,59,AAA,2014J,50,13
48,59,AAA,2014J,50,4
31,59,AAA,2014J,70,1
54,59,AAA,2014J,70,2
57,59,AAA,2014J,41,5
60,59,AAA,2014J,30,1
45,59,AAA,2014J,0,1
47,59,AAA,2014J,0,4
55,59,AAA,2014J,65,2
58,59,AAA,2014J,21,1
48,59,AAA,2014J,21,4
49,59,AAA,2014J,21,7
41,59,AAA,2014J,21,25
34,59,AAA,2014J,21,1
56,59,AAA,2014J,74,5
42,59,AAA,2014J,74,2
33,59,AAA,2014J,74,7
58,59,AAA,2014J,74,7
44,59,AAA,2014J,15,6
55,59,AAA,2014J,82,18
52,59,AAA,2014J,82,3
57,59,AAA,2014J,82,14
36,59,AAA,2014J,82,3
42,59,AAA,2014J,82,4
48,59,AAA,2014J,9,11
58,59,AAA,2014J,9,5
50,59,AAA,2014J,38,7
52,59,AAA,2014J,72,4
39,59,AAA,2014J,72,10
42,59,AAA,2014J,1,1
34,59,AAA,2014J,1,1
39,60,AAA,2014J,71,35
37,60,AAA,2014J,71,38
60,60,AAA,2014J,71,3
54,60,AAA,2014J,71,6
33,60,AAA,2014J,71,10
50,60,AAA,2014J,212,5
49,60,AAA,2014J,212,1
55,60,AAA,2014J,212,1
44,60,AAA,2014J,50,2
36,60,AAA,2014J,50,7
35,60,AAA,2014J,50,6
58,60,AAA,2014J,50,1
57,60,AAA,2014J,77,34
54,60,AAA,2014J,77,101
39,60,AAA,2014J,77,1
33,60,AAA,2014J,77,5
44,60,AAA,2014J,1,18
40,60,AAA,2014J,1,12
32,60,AAA,2014J,164,2
35,60,AAA,2014J,164,7
48,60,AAA,2014J,164,58
54,60,AAA,2014J,164,59
59,60,AAA,2014J,164,3
55,60,AAA,2014J,17,8
53,60,AAA,2014J,17,28
47,60,AAA,2014J,179,70
58,60,AAA,2014J,179,10
49,60,AAA,2014J,66,6
42,60,AAA,2014J,66,9
41,60,AAA,2014J,66,1
58,60,AAA,2014J,196,11
41,60,AAA,2014J,196,6
51,60,AAA,2014J,152,33
33,60,AAA,2014J,152,2
53,60,AAA,2014J,92,8
44,60,AAA,2014J,92,4
45,60,AAA,2014J,92,40
31,60,AAA,2014J,186,27
49,60,AAA,2014J,186,1
52,60,AAA,2014J,186,1
38,60,AAA,2014J,186,5
46,60,AAA,2014J,226,9
35,60,AAA,2014J,226,8
50,60,AAA,2014J,125,2
31,60,AAA,2014J,125,16
44,60,AAA,2014J,225,17
31,60,AAA,2014J,225,1
42,60,AAA,2014J,225,11
44,60,AAA,2014J,29,3
51,60,AAA,2014J,29,17
51,60,AAA,2014J,61,12
55,60,AAA,2014J,61,17
38,60,AAA,2014J,61,9
37,60,AAA,2014J,61,4
36,60,AAA,2014J,61,16
46,60,AAA,2014J,182,38
43,60,AAA,2014J,182,1
36,60,AAA,2014J,182,17
45,60,AAA,2014J,182,1
34,60,AAA,2014J,46,17
54,60,AAA,2014J,133,4
45,60,AAA,2014J,133,5
39,60,AAA,2014J,133,21
41,60,AAA,2014J,133,18
35,60,AAA,2014J,133,2
35,60,AAA,2014J,95,9
57,60,AAA,2014J,95,9
50,60,AAA,2014J,95,35
46,60,AAA,2014J,199,32
52,60,AAA,2014J,199,4
44,60,AAA,2014J,199,86
45,60,AAA,2014J,199,19
47,60,AAA,2014J,24,8
32,60,AAA,2014J,24,19
33,60,AAA,2014J,24,21
58,60,AAA,2014J,24,31
40,60,AAA,2014J,24,4
39,60,AAA,2014J,101,9
60,60,AAA,2014J,101,6
31,60,AAA,2014J,101,19
44,60,AAA,2014J,101,57
42,60,AAA,2014J,121,5
39,60,AAA,2014J,121,4
59,60,AAA,2014J,121,29
57,60,AAA,2014J,121,23
41,60,AAA,2014J,121,59
53,60,AAA,2014J,76,4
58,60,AAA,2014J,76,4
37,60,AAA,2014J,76,1
43,60,AAA,2014J,76,26
56,60,AAA,2014J,13,5
53,60,AAA,2014J,13,16
59,60,AAA,2014J,13,28
49,60,AAA,2014J,13,1
33,60,AAA,2014J,138,24
47,60,AAA,2014J,138,11
50,60,AAA,2014J,138,13
52,60,AAA,2014J,138,10
52,60,AAA,2014J,84,10
34,60,AAA,2014J,84,1
42,60,AAA,2014J,84,14
40,60,AAA,2014J,84,18
36,60,AAA,2014J,84,17
46,60,AAA,2014J,118,15
35,60,AAA,2014J,118,23
37,60,AAA,2014J,118,22
50,60,AAA,2014J,118,9
45,60,AAA,2014J,118,11
53,60,AAA,2014J,35,1
48,60,AAA,2014J,35,1
56,60,AAA,2014J,183,69
39,60,AAA,2014J,183,40
46,60,AAA,2014J,183,17
37,60,AAA,2014J,45,10
48,60,AAA,2014J,45,9
31,60,AAA,2014J,45,24
39,60,AAA,2014J,40,2
35,60,AAA,2014J,40,5
55,60,AAA,2014J,40,9
47,60,AAA,2014J,40,5
37,60,AAA,2014J,40,9
45,60,AAA,2014J,115,23
54,60,AAA,2014J,115,13
55,60,AAA,2014J,180,6
34,60,AAA,2014J,180,1
60,60,AAA,2014J,180,1
53,60,AAA,2014J,184,21
36,60,AAA,2014J,184,13
55,60,AAA,2014J,184,42
44,60,AAA,2014J,222,18
58,60,AAA,2014J,222,1
50,60,AAA,2014J,150,20
48,60,AAA,2014J,150,1
59,60,AAA,2014J,134,2
41,60,AAA,2014J,134,38
34,60,AAA,2014J,134,36
49,60,AAA,2014J,203,28
50,60,AAA,2014J,216,13
49,60,AAA,2014J,216,1
35,60,AAA,2014J,216,1
34,60,AAA,2014J,216,7
33,60,AAA,2014J,100,3
39,60,AAA,2014J,100,2
53,60,AAA,2014J,100,1
59,60,AAA,2014J,154,4
57,60,AAA,2014J,154,17
34,60,AAA,2014J,154,16
33,60,AAA,2014J,102,14
45,60,AAA,2014J,102,9
49,60,AAA,2014J,102,23
39,60,AAA,2014J,102,1
36,60,AAA,2014J,21,25
43,60,AAA,2014J,21,1
41,60,AAA,2014J,21,6
52,60,AAA,2014J,21,6
54,60,AAA,2014J,221,10
54,60,AAA,2014J,43,31
59,60,AAA,2014J,43,39
46,60,AAA,2014J,64,1
44,60,AAA,2014J,64,7
34,60,AAA,2014J,64,12
40,60,AAA,2014J,169,6
55,60,AAA,2014J,169,1
44,60,AAA,2014J,28,1
43,60,AAA,2014J,28,3
38,60,AAA,2014J,55,7
43,60,AAA,2014J,55,54
59,60,AAA,2014J,55,40
56,60,AAA,2014J,55,10
47,60,AAA,2014J,170,13
44,60,AAA,2014J,170,6
54,60,AAA,2014J,79,11
56,60,AAA,2014J,79,53
31,60,AAA,2014J,153,2
55,60,AAA,2014J,153,25
59,60,AAA,2014J,214,22
56,60,AAA,2014J,69,15
45,60,AAA,2014J,93,39
54,60,AAA,2014J,93,21
39,60,AAA,2014J,93,6
51,60,AAA,2014J,117,1
60,60,AAA,2014J,117,22
51,60,AAA,2014J,167,1
35,60,AAA,2014J,167,1
55,60,AAA,2014J,167,4
57,60,AAA,2014J,167,4
59,60,AAA,2014J,167,3
31,60,AAA,2014J,208,8
34,60,AAA,2014J,208,5
38,60,AAA,2014J,6,15
43,60,AAA,2014J,108,1
44,60,AAA,2014J,108,9
60,60,AAA,2014J,108,8
54,60,AAA,2014J,108,4
53,60,AAA,2014J,75,19
31,60,AAA,2014J,75,4
36,60,AAA,2014J,75,10
55,60,AAA,2014J,75,32
52,60,AAA,2014J,75,11
50,60,AAA,2014J,109,7
59,60,AAA,2014J,109,8
41,60,AAA,2014J,109,5
47,60,AAA,2014J,171,6
41,60,AAA,2014J,171,10
44,60,AAA,2014J,171,9
47,60,AAA,2014J,235,23
45,60,AAA,2014J,235,2
51,60,AAA,2014J,72,2
42,60,AAA,2014J,72,30
45,60,AAA,2014J,72,21
31,60,AAA,2014J,72,6
44,60,AAA,2014J,219,1
41,60,AAA,2014J,219,24
51,60,AAA,2014J,219,2
38,60,AAA,2014J,59,13
57,60,AAA,2014J,105,8
42,60,AAA,2014J,105,59
52,60,AAA,2014J,105,19
56,60,AAA,2014J,38,10
46,60,AAA,2014J,38,2
48,60,AAA,2014J,38,28
60,60,AAA,2014J,38,57
39,60,AAA,2014J,49,2
46,60,AAA,2014J,49,4
36,60,AAA,2014J,49,44
34,60,AAA,2014J,129,1
47,60,AAA,2014J,129,2
55,60,AAA,2014J,129,1
35,60,AAA,2014J,129,1
56,60,AAA,2014J,129,1
41,60,AAA,2014J,156,24
46,60,AAA,2014J,156,9
37,60,AAA,2014J,9,7
31,60,AAA,2014J,9,13
56,60,AAA,2014J,9,24
41,60,AAA,2014J,73,32
59,60,AAA,2014J,73,24
57,60,AAA,2014J,73,10
53,60,AAA,2014J,73,6
45,60,AAA,2014J,73,13
43,60,AAA,2014J,193,39
36,60,AAA,2014J,193,32
58,60,AAA,2014J,193,1
34,60,AAA,2014J,193,4
41,60,AAA,2014J,193,11
31,60,AAA,2014J,96,10
45,60,AAA,2014J,96,12
34,60,AAA,2014J,96,31
41,60,AAA,2014J,53,2
38,60,AAA,2014J,53,29
47,60,AAA,2014J,53,1
58,60,AAA,2014J,53,16
44,60,AAA,2014J,25,41
48,60,AAA,2014J,88,7
54,60,AAA,2014J,88,4
59,60,AAA,2014J,127,10
44,60,AAA,2014J,127,17
36,60,AAA,2014J,127,61
32,60,AAA,2014J,223,5
56,60,AAA,2014J,223,2
47,60,AAA,2014J,223,26
31,60,AAA,2014J,223,48
52,60,AAA,2014J,223,3
34,60,AAA,2014J,78,3
40,60,AAA,2014J,78,5
48,60,AAA,2014J,4,8
51,60,AAA,2014J,4,1
40,60,AAA,2014J,85,22
37,60,AAA,2014J,83,26
38,60,AAA,2014J,83,13
59,60,AAA,2014J,83,22
33,60,AAA,2014J,83,1
49,60,AAA,2014J,83,16
41,60,AAA,2014J,161,4
60,60,AAA,2014J,161,19
54,60,AAA,2014J,162,20
46,60,AAA,2014J,162,2
41,60,AAA,2014J,37,12
58,60,AAA,2014J,37,37
42,60,AAA,2014J,37,19
31,60,AAA,2014J,37,6
38,60,AAA,2014J,37,2
48,60,AAA,2014J,149,14
37,60,AAA,2014J,149,1
46,60,AAA,2014J,149,8
58,60,AAA,2014J,149,16
43,60,AAA,2014J,149,1
53,60,AAA,2014J,124,8
47,60,AAA,2014J,124,16
35,60,AAA,2014J,20,14
59,60,AAA,2014J,20,7
37,60,AAA,2014J,189,24
41,60,AAA,2014J,189,13
53,60,AAA,2014J,189,1
32,60,AAA,2014J,189,9
34,60,AAA,2014J,189,22
52,60,AAA,2014J,158,9
57,60,AAA,2014J,44,2
49,60,AAA,2014J,44,4
32,60,AAA,2014J,44,1
36,60,AAA,2014J,44,58
37,60,AAA,2014J,44,3
49,60,AAA,2014J,5,15
58,60,AAA,2014J,5,11
33,60,AAA,2014J,5,7
54,60,AAA,2014J,5,15
57,60,AAA,2014J,215,2
31,60,AAA,2014J,215,16
39,60,AAA,2014J,198,61
49,60,AAA,2014J,191,59
54,60,AAA,2014J,191,9
36,60,AAA,2014J,191,1
50,60,AAA,2014J,191,26
43,60,AAA,2014J,103,21
48,60,AAA,2014J,103,8
42,60,AAA,2014J,173,3
32,60,AAA,2014J,173,43
33,60,AAA,2014J,173,38
45,60,AAA,2014J,173,1
56,60,AAA,2014J,123,44
51,60,AAA,2014J,123,59
48,60,AAA,2014J,123,7
33,60,AAA,2014J,23,3
31,60,AAA,2014J,23,10
49,60,AAA,2014J,23,26
41,60,AAA,2014J,192,5
57,60,AAA,2014J,192,20
33,60,AAA,2014J,192,6
53,60,AAA,2014J,192,13
54,60,AAA,2014J,192,19
54,60,AAA,2014J,98,12
36,60,AAA,2014J,114,37
51,60,AAA,2014J,114,3
49,60,AAA,2014J,114,1
59,60,AAA,2014J,114,25
41,60,AAA,2014J,16,42
56,60,AAA,2014J,16,2
37,60,AAA,2014J,16,1
33,60,AAA,2014J,16,7
48,60,AAA,2014J,94,28
41,60,AAA,2014J,94,11
52,60,AAA,2014J,94,2
52,60,AAA,2014J,141,22
39,60,AAA,2014J,141,4
32,60,AAA,2014J,168,81
31,60,AAA,2014J,168,12
46,60,AAA,2014J,168,1
44,60,AAA,2014J,168,27
54,60,AAA,2014J,160,2
51,60,AAA,2014J,122,13
40,60,AAA,2014J,176,8
33,60,AAA,2014J,176,6
55,60,AAA,2014J,176,44
38,60,AAA,2014J,176,52
46,60,AAA,2014J,176,22
31,60,AAA,2014J,33,36
48,60,AAA,2014J,33,2
60,60,AAA,2014J,33,1
55,60,AAA,2014J,19,38
60,60,AAA,2014J,32,1
42,60,AAA,2014J,32,18
45,60,AAA,2014J,32,7
56,60,AAA,2014J,210,1
36,60,AAA,2014J,210,5
40,60,AAA,2014J,188,16
50,60,AAA,2014J,188,9
34,60,AAA,2014J,188,9
45,60,AAA,2014J,188,11
40,60,AAA,2014J,224,5
53,60,AAA,2014J,224,6
33,60,AAA,2014J,224,4
36,60,AAA,2014J,190,18
44,60,AAA,2014J,190,3
41,60,AAA,2014J,190,2
31,60,AAA,2014J,190,15
